_id,Collection unit ID,Department,Division,Section,Collection unit name,Taxon,Taxon rank,Taxon ID,Taxon ID source,Informal taxon,Type collection,Geographic origin,Earliest geological period,Latest geological period,Item type,Preservation method,Curatorial unit type,Bibliographic level,Fond reference,Reporting count,Reporting metric used,Item count,Item count confidence,Curatorial unit count,Curatorial unit count confidence,C1: Physical accessibility,S1: Strategy/mission/research,S2: Scope and depth,S3: Significance by comparison,S4: Usage,I1: Digitisation,I2: Identification,I4: Development potential,O1: Education suitability,O3: Exhibition suitability
9782,4484,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Commelinales,Commelinales,order,bf012254af1ea8714ce8039e5e451d71,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,3796,Item count,3796,Medium,3650,Medium,4.18,4.1,4,4.1,4.1,1.55,4.2,3,3.9,2.97
9783,4485,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Cucurbitales,Cucurbitales,order,b750988cf33535f2acc69ab52b76a692,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,9152,Item count,9152,Medium,9152,Medium,4.2,4.1,4,4.1,4.1,1.3,4.2,3,3.9,2.97
9784,4486,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Dilleniales,Dilleniales,order,da09919f28879d8672b1d19eb6dc5d29,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,2548,Item count,2548,Medium,2450,Medium,4.18,4.1,4,4.1,4.1,1.3,4.2,3,3.9,2.97
9785,4487,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Dioscoreales,Dioscoreales,order,f241836aeba11ecb02e9c6ec12abf400,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,3550,Item count,3550,High,3400,High,4.97,4.1,4,4.1,4.1,3.88,4.2,3,3.9,2.97
9786,4488,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Fabales,Fabales,order,3fdf7fd6ac02edcd95dbc21b39ab2b2e,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,190008,Item count,190008,Medium,190008,Medium,4.25,4.2,4,4.1,4.25,1.76,4.24,3.4,3.9,2.97
9787,4489,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Fagales,Fagales,order,80b4b8d0a38c4eaca71873ff1dd82d4c,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,27456,Item count,27456,Medium,27456,Medium,4.2,4.1,4,4.1,4.1,1.3,4.2,3,3.9,2.97
9788,4490,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Gunnerales,Gunnerales,order,7667dacc7728a599c11584dbbfe35cdc,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,364,Item count,364,Medium,350,Medium,4.18,4.1,4,4.1,4.1,1.23,4.2,3,3.9,2.97
9789,4491,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Gymnosperms,Tracheophyta,phylum,73328ba4e1446e1ee3602956b66eb127,Catalogue of Life 2017,Gymnosperms,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,31200,Item count,31200,Medium,30000,Medium,3.97,4.15,4,4.1,4.1,1.3,4.2,3,3.9,2.97
9790,4492,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Laurales,Laurales,order,aba296fb0241539fa046aed44fb4c864,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,11024,Item count,11024,Medium,10600,Medium,4.18,4.1,4,4.1,4.1,1.3,4.2,3,3.9,2.97
9791,4493,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Liliales,Liliales,order,8f7d890de27823717c842e30c0573009,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,6656,Item count,6656,Medium,6400,Medium,3.7,4.1,4,4.1,4.1,1.3,4.2,3,3.9,2.97
9792,4494,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Magnoliales,Magnoliales,order,f43549a41c548f3d2480b39be8f02665,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,15964,Item count,15964,Medium,15350,Medium,4.18,4.1,4,4.1,4.1,1.3,4.2,3,3.9,2.97
9793,4495,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Malpighiales,Malpighiales,order,52bfa9cb692e811d5b177fc914332123,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,149760,Item count,149760,Medium,149760,Medium,4.2,4.1,4.05,4.15,4.2,1.6,4.2,3,3.9,2.97
9794,4496,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Nymphaeales,Nymphaeales,order,8f155b07d5f68b506218d0c5a288b09f,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,676,Item count,676,Medium,650,Medium,4.18,4.1,4,4.1,4.1,1.3,4.2,3,3.9,2.97
9795,4497,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Oxalidales,Oxalidales,order,206db9d1e10a971e7a2f46fe13f37e96,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,14144,Item count,14144,Medium,14144,Medium,4.2,4.1,4,4.1,4.12,1.36,4.2,3,3.9,2.97
9796,4498,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Pandanales,Pandanales,order,dd8e5e597f8442bc33296a404e216ff0,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,1612,Item count,1612,Medium,1550,Medium,4.18,4.1,4,4.1,4.1,1.3,4.2,3,3.9,2.97
9797,4499,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Petrosaviales,Petrosaviales,order,3653bc08b98e264f5fecb8a15ae61e85,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,13,Item count,13,Precise,12,Precise,4.2,4.1,4,4.1,4.1,1,4.2,3,3.9,2.97
9798,4500,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Piperales,Piperales,order,24425e825147698f74341e7fc8af6c3b,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,4597,Item count,4597,Medium,4420,Medium,4.18,4.1,4,4.1,4.1,2.35,4.2,3,3.9,2.97
9799,4501,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Poales,Poales,order,8706f65023e59e202544569f3f741a13,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,125632,Item count,125632,Medium,120800,Medium,4.16,4.2,4.05,4.1,4.2,1.3,4.2,3.4,3.9,2.97
9800,4502,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Proteales,Proteales,order,6484181e796ff3e6cf8d7e630d64cb4d,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,15132,Item count,15132,Medium,14550,Medium,4.18,4.1,4,4.15,4.1,1.27,4.2,3,3.9,2.97
9801,4503,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Ranunculales,Ranunculales,order,dd6d69f4b72cc7c1b6a6e305bfcc3cc8,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,24128,Item count,24128,Medium,23200,Medium,4.18,4.1,4,4.1,4.1,1.3,4.2,3,3.9,2.97
9802,4504,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Rosales,Rosales,order,4b26ad4663ce4e3663a61fa83b46cc50,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,148096,Item count,148096,Medium,148096,Medium,4.1,4.1,4.05,4.1,4.16,1.33,4.21,3,3.9,2.97
9803,4505,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Sabiales,Sabiales,order,c625e89bd26b7becf881817129a1e9f2,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,1040,Item count,1040,Medium,1000,Medium,4.2,4.1,4,4.1,4.1,1.3,4.2,3,3.9,2.97
9804,4506,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Saxifragales,Saxifragales,order,6d78bf8af37bdb1df0f853efe0b6e6f7,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,15548,Item count,15548,Medium,14950,Medium,4.18,4.1,4,4.1,4.1,1.3,4.2,3,3.9,2.97
9805,4507,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Trochodendrales,Trochodendrales,order,5688c749d57f72be082dc78813d712c1,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,70,Item count,70,Medium,66,Precise,4.2,4.1,4,4.1,4.1,1.3,4.2,3,3.9,2.97
9806,4508,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Vitales,Vitales,order,882e782a053ac0fe1cb08dcf8b720a2d,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,6032,Item count,6032,Medium,5800,Medium,4.18,4.1,4,4.1,4.1,1.42,4.2,3,3.9,2.97
9807,4509,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Zingiberales,Zingiberales,order,2404cbb0e62a5bff2b098e2cee8ab4a1,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,8008,Item count,8008,Medium,7700,Medium,4.18,4.1,4,4.1,4.1,1.38,4.2,3,3.9,2.97
9808,4510,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Zygophyllales,Zygophyllales,order,b721f29cd152fc120850824b5c376a9a,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,3658,Item count,3658,Precise,3200,High,4.2,4.1,4,4.1,4.1,3.1,4.2,3,3.9,2.97
9809,4511,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Apiales,Apiales,order,97947cd094b8d5494836e4bc5fa46afb,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,48256,Item count,48256,Medium,46400,Medium,4.2,4.1,4,4.05,4.1,1.3,4.2,3,3.4,3.9
9810,4512,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Aquifoliales,Aquifoliales,order,bba2432487707fe37658b8ff5500a9c8,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,2496,Item count,2496,Medium,2400,Medium,4.2,4.1,4,4.05,4.1,1.3,4.2,3,3.4,3.9
9811,4513,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Asterales,Asterales,order,471d959a932eaaaf30c5e10143b82695,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,201344,Item count,201344,Medium,193600,Medium,4.2,4.1,4,4.05,4.1,1.3,4.2,3,3.4,3.9
9812,4514,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Berberidopsidales,Berberidopsidales,order,09b65e9f4eddf2c5c9bd9ebb519730e2,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,4100,Item count,4100,Medium,4000,Medium,4,4.05,4,4.1,1.05,1.3,3.05,3,4.05,3.15
9813,4515,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Boraginales,Boraginales,order,891ae9235989f4f4ebce5a987e6da134,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,30680,Item count,30680,Medium,29500,Medium,4.2,4.1,4,4.05,4.1,1.3,4.2,3,3.4,3.9
9814,4516,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Brassicales,Brassicales,order,251449a5f3f95f77810b4913352271fa,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,60000,Item count,60000,High,58000,High,4,4.15,3.7,4.1,3.55,2.95,4.15,3.25,3.75,3.6
9815,4517,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Bruniales,Bruniales,order,457405ec7059afd6e813969147b385b2,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,832,Item count,832,Medium,800,Medium,4.2,4.1,4,4.05,4.1,1.3,4.2,3,3.4,3.9
9816,4518,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Caryophyllales,Caryophyllales,order,1794a285e93023d7725d56adcc3e2c0f,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,37000,Item count,37000,Medium,36750,Medium,3.85,4.1,4,4.1,4.1,1.3,3.9,3,4.05,3.15
9817,4519,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Cornales,Cornales,order,f5137b8e1d6a07014a278de7b902a8ca,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,6100,Item count,6100,Medium,6000,Medium,4,4.1,4,4.1,4.1,1.3,3.85,3,4.05,3.15
9818,4520,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Crossosomatales,Crossosomatales,order,d28a685959b6f962b5b4f359a8a5d6eb,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,1100,Item count,1100,Medium,1000,Medium,4,4.05,4,4.1,4.1,1.3,3.85,3,4.05,3.15
9819,4521,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Dipsacales,Dipsacales,order,8a1d1d6721968791a7d910de6885afbb,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,19968,Item count,19968,Medium,19200,Medium,4.2,4.1,4,4.05,4.1,1.3,4.2,3,3.4,3.9
9820,4522,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Ericales,Ericales,order,1cf1fd90d9326849ef78426e68358674,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,85700,Item count,85700,Medium,84950,Medium,4,4.1,4,4.1,4.1,1.2,3.85,3,4.05,3.15
9821,4523,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Escalloniales,Escalloniales,order,5474be39e94b4a8320470d894ef5d99a,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,1664,Item count,1664,Medium,1600,Medium,4.2,4.1,4,4.05,4.1,1.3,4.2,3,3.4,3.9
9822,4524,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Garryales,Garryales,order,3c04ce0d2724e29a74adddbc39fc2ae2,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,2496,Item count,2496,Medium,2400,Medium,4.2,4.1,4,4.05,4.1,1.3,4.2,3,3.4,3.9
9823,4525,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Gentianales,Gentianales,order,4947a99e314158d2b150940801a3d490,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,105664,Item count,105664,Medium,101600,Medium,4.2,4.1,4,4.05,4.1,1.3,4.2,3,3.4,3.9
9824,4526,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Huerteales,Huerteales,order,12d71bb4582a46062d4e703e57560fad,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,210,Item count,210,Medium,200,Medium,4,4.1,4,4.1,4.1,3,3.85,3,4.05,3.15
9825,4527,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Lamiales,Lamiales,order,276a9ab57799872c9380857be23f7b97,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,120640,Item count,120640,Medium,116000,Medium,4.2,4.1,4,4.05,4.1,1.3,4.4,3,3.4,3.9
9826,4528,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Malvales,Malvales,order,2cf797da95aa426e218eb7c15171a5fa,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,50500,Item count,50500,Medium,50000,Medium,4,4.1,4,4.1,4.1,2.96,4.1,3,4.05,3.15
9827,4529,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Myrtales,Myrtales,order,5a2f78bb2ec91cf34485a225cfa5a81b,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,54000,Item count,54000,Medium,53200,Medium,4,4.15,4,4.1,4.1,1.12,3.9,3,4.05,3.15
9828,4530,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Paracryphiales,Paracryphiales,order,28a043ea94b42ad468c3364fe88a0826,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,832,Item count,832,Medium,800,Medium,4.2,4.1,4,4.05,4.1,1.3,4.2,3,3.4,3.9
9829,4531,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Picramniales,Picramniales,order,b0543b9b0f1851ea30440dc45be30155,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,2850,Item count,2850,Medium,2750,Medium,4,4.1,4,4.1,4.1,3,4.2,3,4.05,3.15
9830,4532,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Santalales,Santalales,order,346488a30c5408cf74f04e5a3c694d6a,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,12950,Item count,12950,Medium,12650,Medium,4,4.1,4,4.1,4.1,1.15,3.9,3,4.05,3.15
9831,4533,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Sapindales,Sapindales,order,42a9b22a856da7677c6783770b1be1e2,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,46500,Item count,46500,Medium,46250,Medium,4,4.1,4,4.1,4.1,1.15,3.9,3,4.05,3.15
9832,4534,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Solanales,Solanales,order,8c873641ab6c2d18a2cae11cc740c7df,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,54912,Item count,54912,Medium,52800,Medium,4.01,4.1,4.05,4.2,4.1,4,4.4,3,3.4,3.9
9833,4535,Life Sciences,"LS Algae, Fungi and Plants",Gen Herb,General Herbarium - Vahliales,Vahliales,order,84d15f6219abbde85ba3c3b5810984ff,Catalogue of Life 2017,,,World terrestrial/freshwater,,,Whole or partial organism,Dried and pressed,Herbarium sheet - general and cryptogamic,,,52,Item count,52,Medium,50,Medium,4.2,4.1,4,4.05,4.1,1.3,4.2,3,2.6,3.9
9834,4536,Earth Sciences,ES Vertebrates and Anthropology Palaeobiology,ES Reptiles,Archosauromorpha/basal archosaurs,Archosauromorpha,clade,36322,Paleobiology Database,,,,,,Macrofossils,Oversize specimens,Macrofossils - oversize,,,50,Item count,50,Medium,50,Medium,4.1,5,3,5,4.5,3.8,5,5,3.6,3.6
